sample,target
171,-0.08013405301523577
172,-0.13048074390528197
173,0.1878482648470824
174,0.02525036003593608
175,-0.05571174400887296
176,0.11480823036901425
177,0.14846420743187172
178,0.12252531645302638
179,0.014170681220206552
180,0.1495722063463708
181,0.06469910252882528
182,-0.005366532959481252
183,-0.006782631855806381
184,0.021769973005105733
185,0.14722311470836225
186,0.051670090750649156
187,0.01290336508697882
188,-0.04485821316519542
189,0.10443624502188609
190,-0.12319472811744672
191,-0.05310388763337708
192,-0.06420125820020234
193,-0.21481296054483673
194,0.16280314620994651
195,0.03222456222756316
196,0.10447869690730933
197,-0.050965386679460926
198,0.014127008217642796
199,0.17698327897920607
200,-0.17015251079905677
201,0.0798766430711674
202,-0.23393483483147656
203,-0.03743015194354379
204,0.012838242904157186
205,0.05647993700852
206,-0.01499547507236011
207,-0.06308371997996073
208,0.0445926979020808
209,-0.05817081219492067
210,-0.13675109061468602
211,0.22215293906297295
212,0.06663405108487001
213,-0.047525567556308754
214,0.14584195523375498
215,-0.08531109437058637
216,0.11784380930064334
217,-0.05579581236838797
218,0.17461938655831963
219,0.11736847813697512
220,-0.22418996727792828
221,0.09343311586070469
222,0.04360096694165285
223,-0.0917852728187468
224,0.1384101067554364
225,-0.13184402064185757
226,0.29962851372279536
227,-0.00879938641716919
228,-0.00449353463911383
229,-0.14507367592997703
230,0.04266747074526807
231,0.0117916971250087
232,0.03465200944481853
233,-0.10476458694911173
234,0.14847277487579816
235,0.12675926678504748
236,-0.10385308836973531
237,0.16482031823392718
238,-0.1672780636212408
239,-0.055357969756849146
240,-0.15494558571917222
241,-0.11916753903951957
242,-0.0630117238583887
243,-0.03334936032915468
244,0.00795513790895895
245,0.003112086077488599
246,0.129469581746978
247,0.06365902824382913
248,0.18690181315626414
249,-0.06334473065642912
250,0.11062423422885476
251,-0.009768023524201391
252,0.17518609906521626
253,0.09192843857542005
254,-0.0434400817532566
255,0.06966218177580959
256,0.07155242226840793
257,0.25616896836781167
258,-0.043530411655740064
259,-0.12725919004818426
260,0.2018799315289578
261,0.21085749751885652
262,-0.054122655971891934
263,-0.09864756257100239
264,-0.017106483822116113
265,0.10497452534457063
266,-0.311703338255791
267,0.20232857752451683
268,-0.076973476952418
269,-0.21762723482244828
270,-0.11582472464348237
271,0.2083663437253297
272,0.04888549434797847
273,0.23427469147195998
274,0.10727209061850868
275,0.1534803016779776
276,-0.1768640519031951
277,-0.048806182395384604
278,-0.03985577894181425
279,0.04037760588134567
280,0.09358625258190979
281,-0.055726721136219855
282,0.0006626590560799075
283,0.005710324749999131
284,-0.042610072678225336
285,-0.12341883020365293
286,-0.012434121947717883
287,0.16439027386163949
288,-0.04038438545096808
289,-0.262337318225711
290,-0.0076662253767009955
291,-0.12216404595427745
292,-0.15331892878451803
293,-0.019212014454133855
294,0.02686649046962728
295,-0.05749797242342053
296,0.005969745242150363
297,0.1603773571703092
298,0.22868224316698985
299,-0.1830917265934439
300,0.1149177611916623
301,0.10335643830008753
302,0.1462393665961814
303,-0.06428947399314439
304,-0.056676318340057666
305,0.04446568284145316
306,0.16601886375215996
307,0.012957602707890268
308,0.01379354448809687
309,0.06154819389918695
310,0.10858430968683923
311,-0.06113040250254892
312,-0.007590825873646191
313,-0.03903445023335683
314,-0.23988995894795734
315,-0.11727617510066607
316,0.07342371637153342
317,0.08999443285120516
318,-0.08801186961164864
319,-0.06281927300681632
320,-0.07389498260026833
321,0.17177456639140273
322,-0.028115725879872787
323,0.07250462535858342
324,-0.018517854870511708
325,0.28115767414124504
326,-0.07513426936055971
327,-0.0037442559468424327
328,-0.17062052749041393
329,0.22727686462111732
330,-0.07280420195663975
331,0.027760319753038748
332,-0.024581559421478015
333,-0.045882409155549427
334,0.12228170268761702
335,0.07018744685736425
336,0.07070467683163134
337,-0.11268143223614217
338,-0.006732891788161922
339,-0.14770342409724313
340,0.3013676009881818
341,-0.19957937062345438
342,-0.2218868838592727
343,0.08672863340152201
344,0.07630404278123648
345,-0.06716996197468122
346,-0.050972672491231316
347,-0.040629043068501194
348,-0.10588933915159576
349,0.028094961360976594
350,0.01151096601995142
351,-0.0797728095147936
352,0.11516343694317736
353,-0.10357942234131612
354,-0.06801916901000658
355,-0.06139309084977899
356,-0.208427719628816
357,0.029996603886413984
358,-0.05254099007568402
359,-0.1559573573769181
360,0.008671363797563652
361,-0.15156277342489466
362,-0.12253630743362007
363,-0.11239194186497996
364,-0.024803017814442795
365,0.029752168958257108
366,0.08800169361145631
367,-0.11746973766264095
368,0.09173723597169986
369,-0.1743030829154692
370,0.053855576989353976
371,0.08742734608703862
372,-0.02190258386168393
373,-0.14975976866251578
374,0.07814360686741523
375,0.33532917106433796
376,-0.12942081418676593
377,-0.09615995196525075
378,-0.02750165994192176
379,-0.09823517515273947
380,-0.30408642626603427
381,0.01608944251841047
382,0.07033491699495817
383,0.03128277975319307
384,0.057361295810627266
385,0.12266822641765436
386,-0.06086513563426546
387,0.0374606271218271
388,0.03422576364281257
389,-0.11864769843071671
390,-0.016658583409976772
391,-0.11000426658561835
392,-0.08167291699210219
393,0.22845473628647398
394,0.1996293586658399
395,-0.028406216084537354
396,-0.058572396869117666
397,-0.057384114402599495
398,0.271371955441736
399,0.05085740256235681
400,-0.07174958851217049
401,0.12513372588597832
402,-0.13286123993540033
403,0.013861582429813127
404,-0.2703800965820409
405,-0.17578645621583713
406,-0.005151751365448751
407,-0.08809863954545907
408,-0.08793102362937302
409,-0.12122361318977512
410,0.0018466526263186782
411,-0.06651841151186716
412,-0.04357571524796133
413,0.03855695924628061
414,0.016240420478679185
415,0.01132588413479177
416,0.07953220310110772
417,0.013717457495468991
418,0.16759823087423437
419,-0.07260957099919091
420,0.029468071756653988
421,-0.03733300319849328
422,0.08875082417692823
423,-0.05805179630878382
424,0.1135837359480002
425,0.07117451218034605
426,0.3300650061603715
427,0.0596434007747789
428,-0.00016005055449994435
429,0.052473335362992174
430,-0.12753975718526425
431,-0.11345037072162253
432,-0.14880244658861627
433,-0.0480918397498583
434,-0.05549753493396348
435,-0.17885606422028955
436,-0.02997246496564171
437,-0.09281854232678598
438,0.02948901329705038
439,-0.10086482300802892
440,-0.038339993944042874
441,-0.022309661514105975
442,-0.23626400169647305
443,0.01700668684486812
444,0.02332755696907636
445,-0.2703250630760382
446,-0.15562672656094895
447,-0.14385611084357536
448,-0.3066077581763005
449,0.14813615376530867
450,0.028672632121542287
451,0.036673463084970125
452,-0.09009103290462303
453,-0.16881655120455746
454,0.08004554610385547
455,-0.05429080868876866
456,-0.09077360197214722
457,-0.14310032210248447
458,0.09945818915393487
459,0.12068632774235896
460,-0.13057697894198397
461,-0.08137949013590225
462,-0.11227979087285535
463,-0.03973009254044949
464,0.021607640631406674
465,-0.11850053324203924
466,0.11376188885044045
467,0.07579405805758668
468,-0.0026688911797581386
469,0.08413277132337765
470,0.08264521502502244
471,-0.11629885292713109
472,-0.07063819799643585
473,0.014458508845968138
474,0.00032708382093677227
475,0.20491378817146735
476,0.017833331652870293
477,0.1534892942641742
478,-0.07224951686867531
479,0.08554907733961814
480,-0.08501639433176136
481,0.04546439417850487
482,0.03535577099452237
483,-0.052886515122285815
484,0.13435257576515058
485,-0.032215109171549836
486,-0.06460938244652004
487,0.13382603825322353
488,0.10290924346879651
489,-0.09861548536076437
490,0.04747104905876138
491,0.06935274250388956
492,-0.05813930244559275
493,0.020774163532145035
494,-0.05693580790106505
495,0.12890583957383983
496,-0.04778726895390156
497,0.045055686555496896
498,-0.0033758815765902277
499,0.011017286047564332
500,0.053420978906386286
501,0.07523891253592138
502,-0.18695596482674887
503,-0.046010240585073116
504,-0.10125663460947305
505,-0.010362714936466073
506,0.18604556626075983
507,0.09521360055180707
508,-0.051974193539101814
509,0.12814039749791908
510,0.07858659413070233
511,0.0374835050481917
512,-0.009342178991437515
513,0.04428616170301012
514,-0.08296793532742391
515,0.12881789281245282
516,0.020431353352407686
517,0.10820199555253904
518,0.0528580886183557
519,-0.04114983037579027
520,-0.012334937997177798
521,0.1064178228973664
522,0.006941706060855913
523,-0.2541144581327731
524,-0.11558829018504024
525,-0.009494708063771156
526,-0.12743434986652177
527,0.175405973762084
528,-0.18455403596842457
529,-0.10879119764213878
530,-0.058923362721422456
531,-0.014341426236173373
532,-0.04492831164766983
533,-0.10562056061195464
534,-0.0073394035036990005
535,0.08715923083098726
536,0.04919046952728925
537,0.022864289990482692
538,-0.009050610066581755
539,0.21461873999309128
540,-0.06614483774232854
541,0.059286321509099814
542,-0.1461227900881848
543,-0.07743990090836547
544,-0.12689975330385045
545,0.06276613809422547
546,-0.04068004809555871
547,0.04503411533182516
548,0.07185398786474835
549,0.0818986136607395
550,-0.0028200645294655866
551,0.03862784988360749
552,0.14755776031408632
553,0.03430147968111956
554,0.16164797026790612
555,-0.04205887314786699
556,-0.2047824569209658
557,-0.030896719935297724
558,-0.017456621799352125
559,-0.03294335330416851
560,-0.06209789584497307
561,0.06353142225589178
562,-0.020430924063523904
563,0.024901366608702215
564,-0.008550986391385504
565,0.04513577076122511
566,0.1104999350565758
567,-0.020172497796508884
568,-0.10516878979928364
569,-0.05367271297772319
570,0.07743199885175732
571,0.046095945439905986
572,0.048648423137002565
573,0.051837590476087186
574,0.07150378386587021
575,0.04216751921573655
576,0.03265982423644233
577,-0.2484965577566345
578,-0.1020477100558897
579,0.1726348472449063
580,-0.17169642754756048
581,-0.13545318894904798
582,-0.007220129752571282
583,0.04002973366226739
584,-0.0778416189914372
585,-0.11315522436235607
586,-0.0008470182416170507
587,-0.008800246009516016
588,0.10769443344433313
589,0.10074101724530896
590,0.09168628321994923
591,0.03861921960570964
592,0.12830643046019688
593,-0.002068287244698233
594,-0.06565233850662341
595,0.08443114798306926
596,0.002573301812274137
597,-0.031093508471072416
598,0.02362431053639355
599,-0.05349065350632931
600,0.10797775022994585
601,-0.08304635679335191
602,-0.00984362590531454
603,-0.15003529650489159
604,-0.05594534066975815
605,-0.06522404628514368
606,0.01447160158657064
607,-0.292667281482721
608,-0.008139835060801365
609,0.19176751131707762
610,-0.06162594222514393
611,-0.06726769636513359
612,-0.14568958176447871
613,-0.007972324008659402
614,0.02455026121187518
615,0.01272280656759886
616,0.0518841023862984
617,-0.16012994908684858
618,-0.09073740300448681
619,0.007287911228043696
620,-0.1360124644091821
621,-0.13201604801452338
622,0.23067848932404003
623,-0.054527720552202515
624,0.0064598657383604235
625,0.07961890904141249
626,-0.06128238951972449
627,0.11001415416124151
628,0.04212781700460076
629,-0.02592176901947783
630,0.10950162266111399
631,-0.09845573287223006
632,0.029832782553157834
633,-0.11120258319961975
634,0.001979105737100084
635,0.20359783688246452
636,0.11339507201817808
637,-0.21852627630245391
638,0.16196694174132828
639,-0.10446548031735983
640,-0.017927767363370834
641,0.11993225561481927
642,-0.09955828149541894
643,-0.1382637868323872
644,0.18884431148166597
645,0.13763680274629292
646,0.2664383848295873
647,0.07666835091301405
648,0.03221106889705175
649,0.18331363341043283
650,-0.09428068605174965
651,0.06626315385011028
652,-0.11868140566564347
653,-0.15351569901147336
654,0.07900833180474323
655,-0.13788142232202055
656,-0.01659143443887106
657,-0.062308028807874824
658,0.21054226691050185
659,-0.09696582181749364
660,0.026885469804069275
661,-0.15820830501802866
662,0.048677316776111965
663,-0.03132240687523729
664,0.0469877012665484
665,0.05911842902614936
666,-0.13731227668046375
667,-0.057626931534058
668,0.24272351804350048
669,0.08521066457583171
670,0.02810072920718601
671,0.26998396714867823
672,-0.11943053412104779
673,0.06030008979139831
674,0.0557113783187912
675,-0.09587612685379876
676,-0.011638384680450062
677,0.0692760581134811
678,0.06272107279958569
679,0.061697590311258904
680,0.03556242019859221
681,-0.03870075614231662
682,-0.05746695116533844
683,0.23266451031703367
684,-0.0070778530268591645
685,0.2211286878743835
686,0.019407825860069894
687,0.036967329940988364
688,-0.16780042466165265
689,-0.1416184516589354
690,-0.1618150219614497
691,-0.09195664147160362
692,-0.02739259266599696
693,0.02075874718224878
694,-0.020571398549395575
695,-0.07018505421210941
696,0.15510687486881858
697,-0.12400382462792314
698,-0.0625145933723188
699,-0.1110920913966015
700,-0.0003663192178860915
701,-0.12617665958545884
702,0.038266499850962504
703,0.12867690425488176
704,0.11230933734707921
705,-0.03352039326510839
706,-0.013725285969606454
707,-0.12710289786082565
708,0.05181634664672148
709,0.006674440062347076
710,0.12242128058596205
711,-0.16861139330197134
712,0.04401547300088026
713,-0.0007581759934181627
714,-0.22457507993065853
715,0.0012595874540017177
716,0.12120393595338881
717,-0.06748082674956069
718,0.11696266220812332
719,0.18788002973287443
720,0.0977674864196677
721,0.003015124869616562
722,-0.13820566724554667
723,-0.12458434439441363
724,-0.01444892137579499
725,0.020894162435972932
726,0.04230871407821002
727,0.003708370100659431
728,-0.0014569919742447313
729,-0.087734578989435
730,-0.023620985732544453
731,0.06446365811574484
732,-0.32831935333998846
733,-0.08378245209073967
734,0.05411879276891608
735,0.17119437136748097
736,0.06883839208000771
737,-0.054719485230002377
738,0.03147769839892904
739,0.01575235481581904
740,-0.04426633703161039
741,-0.039920822388773376
742,-0.20710245800953792
743,-0.13269705404629423
744,0.055540422867541385
745,-0.035378806426774316
746,0.020866651983710183
747,-0.19266771427778548
748,0.014195625874152186
749,-0.1001343797329772
750,0.0041981523193981435
751,0.1178869673621645
752,0.027851484581289443
753,-0.10009602047102593
754,-0.29808908783434795
755,-0.0691826401360194
756,-0.14260838629949094
757,0.07679803338496033
758,-0.07444751547644302
759,0.1743034274939098
760,0.10737492915177814
761,0.18081736290848116
762,0.07711094994404835
763,0.08984489262040557
764,-0.1855543323761491
765,-0.1562021645377602
766,0.05328208872760008
767,0.1756222820768423
768,-0.14563736677278138
769,0.018226969606970504
770,-0.2559727420143535
771,-0.16734284672559818
772,-0.0989322587731607
773,-0.04753341233191513
774,0.19367584324068648
775,-0.13680306993714364
776,0.03505749648420116
777,-0.015116152611570677
778,-0.047497858516764004
779,-0.08504998473298968
780,-0.20351460499371718
781,0.06309739986389032
782,-0.30844461413881374
783,0.04407992602065808
784,-0.038087211243674285
785,0.006894021052934726
786,-0.10656818835269127
787,0.08965377118039004
788,0.2636401005734671
789,0.046069306933292496
790,0.15418636125943957
791,-0.02794368670751855
792,-0.1420733467363681
793,-0.003331759324824067
794,0.078123696530303
795,-0.03506494551132878
796,-0.019449070050361877
797,0.02172075710395978
798,-0.32370835392705416
799,0.10952215258340842
800,0.0030357734750099397
801,0.17258307935226125
802,-0.00823051160308955
803,-0.06683149747340911
804,-0.06809396377697986
805,-0.13164096306606457
806,-0.013528808683491177
807,0.14492731062041347
808,0.1510561149425773
809,-0.11685928365510603
810,-0.014249510504142783
811,-0.08138515273882893
812,0.047196686383780946
813,-0.00800403273203578
814,-0.1882512086677317
815,0.029934206806572692
816,-0.033535680146809285
817,0.04739209737714766
818,0.08612000917881776
819,0.13995469071778305
820,0.010079392926607644
821,0.22109166990045226
822,0.07059082734823045
823,0.2812076530384742
824,0.0268455185253968
825,0.031651701946736534
826,-0.18008768534440858
827,-0.002009120950738196
828,0.07175402446397353
829,0.08537539640835407
830,0.10721488636355944
831,-0.01875946484976155
832,0.06889445873464671
833,-0.0442450598071753
834,-0.09816670333769635
835,0.10758074358822746
836,-0.08767715699578724
837,-0.13442036072156124
838,-0.07529789295262537
839,0.056086579887482814
840,-0.044356323912615445
841,0.02578902320985952
842,-0.15491356222577155
843,-0.07005649956625143
844,0.11261934038244023
845,-0.09277437097954241
846,0.11293480524301001
847,-0.059763320554837934
848,-0.10138654411807442
849,0.04321546338599633
850,-0.03776395925005449
851,0.07164682958664224
852,0.13582049024557385
853,0.010270070215506716
854,0.16370214956070078
855,0.008534628568894767
856,-0.19286035662094264
857,0.16600736214587267
858,-0.08067824052365476
859,-0.1444634428311365
860,-0.034091190123924024
861,-0.26639925353193256
862,0.03743714257870734
863,0.22611408350200746
864,0.01402954435770954
865,0.2543153400600604
866,-0.13086305492344955
867,-0.0353946790650668
868,0.018227321426193106
869,-0.21191255345275956
870,0.018912000953143753
871,-0.1331457424432117
872,0.03450726383897932
873,0.02048297837470698
874,-0.10879938167334649
875,0.17882236075383845
876,-0.0011419075286344532
877,-0.0848933006264444
878,-0.07977973572436672
879,-0.18311792926591577
880,0.10720497776920505
881,-0.031341756858557494
882,-0.21734157777633412
883,0.23273686303465357
884,-0.061428097621219376
885,-0.025053327727993787
886,-0.0029262009937816164
887,-0.17946814345085293
888,-0.11763626359229426
889,0.1603334828765982
890,0.030884994386294884
891,0.09199258595708948
892,-0.033776783578678964
893,0.008478661036689067
894,0.16535919247672512
895,-0.15676922592394338
896,-0.10281239126663586
897,0.11437169450290363
898,0.034729992886587804
899,-0.06182224920000821
900,0.016192706146811422
901,0.1132839263526997
902,0.034143610620137085
903,0.007461440497726849
904,-0.08796216961818282
905,-0.017115956275482788
906,0.05064323425096836
907,-0.23403637379008402
908,-0.09864299886424112
909,0.12747469830877464
910,0.0802616575974373
911,0.010181440389348179
912,-0.12382802933350226
913,0.2217369416755302
914,0.015238667967906794
915,-0.05552912194514571
916,-0.15800921209717456
917,0.025172969591967045
918,-0.05543291601295745
919,-0.04581890402359372
920,-0.007372238326482344
921,0.02996509785030067
922,0.1279078108192714
923,0.19777006644038148
924,0.11489982873907902
925,0.1412323947363084
926,0.039640541176590716
927,0.011225411868025857
928,-0.05085105842950348
929,-0.13202867258815335
930,0.09027838520319419
931,0.16061469186994137
932,0.10412011466291965
933,-0.006375369704868871
934,-0.061942539467323955
935,0.10824000140033516
936,0.09537205645341454
937,-0.05412147254405349
938,-0.00976644218141981
939,-0.046942380784285906
940,0.15551758004474162
941,-0.08118656975054815
942,-0.08680551022094558
943,-0.004146063146481249
944,-0.22215681602498671
945,0.20114931862559352
946,0.0070768652821485735
947,0.07128502686535332
948,0.0929468295656365
949,-0.03320944819464318
950,-0.04929149530188667
951,0.08208998102574755
952,-0.06925940608950332
953,0.1094329621092817
954,-0.1853181292235346
955,-0.15446247527310977
956,-0.07453565296658093
957,0.03179595651229634
958,-0.004622526600349754
959,-0.3107602545967939
960,-0.031504385040568114
961,0.15720172350424247
962,0.07723846809219281
963,0.1428545846288956
964,0.08895883316869829
965,0.0369732373635443
966,-0.2408609988519147
967,-0.2069800092548285
968,-0.026690642829476145
969,-0.05918748687662083
970,0.09191800521955032
971,0.13460656542370422
972,-0.01583141766969715
973,0.09260036610669549
974,0.14474508074479947
975,-0.21570434477173728
976,0.09329466483445001
977,-0.13191739967257304
978,0.026497233537598947
979,-0.09282027278755194
980,0.032843819506891844
981,0.029165220328136923
982,0.021624381803824616
983,0.012180761593944867
984,-0.26171146348430563
985,0.055093054373086675
986,-0.08357113297855184
987,-0.03505337000098083
988,-0.15842913171224118
989,-0.051522573066061075
990,0.005992072778277866
991,-0.09076795737176016
992,0.020594008788262563
993,0.11421454095495405
994,0.14670208782351887
995,-0.23240728001067276
996,-0.05911806453626758
997,-0.016575920886627273
998,-0.04548234223879204
999,-0.02306395159699544
1000,0.06042552277723695
1001,-0.08734832827171811
1002,-0.16539833786449132
1003,0.2017596386922637
1004,0.2099636827549048
1005,-0.08486162170132852
1006,0.0783924409419674
1007,-0.035447626887043594
1008,0.10399775423749481
1009,-0.11268162716562202
1010,0.1671403295529914
1011,-0.13238562641310275
1012,-0.0157550083208459
1013,0.07268836921119882
1014,-0.14275553201186494
1015,-0.056314076954562156
1016,-0.02617247477150777
1017,0.033194727586144945
1018,-0.20745684890086027
1019,-0.1482155154362366
1020,0.1463897879835598
1021,-0.039253532582723454
1022,-0.11270389263655223
1023,-0.17579609576470828
1024,0.09504996132261759
1025,-0.0715901034747104
1026,0.06549041437471216
1027,0.04342437164129848
1028,-0.1457844904254243
1029,-0.0652728488657406
1030,-0.09907571114235995
1031,0.023430542156138538
1032,0.07558294170353297
1033,-0.09121329973510679
1034,0.039580600415059716
1035,0.01671301698497421
1036,-0.027151047473448285
1037,0.060111128137493045
1038,0.07675736531629448
1039,-0.002499784328796554
1040,-0.024231130611320956
1041,0.01784167858634346
1042,-0.020452641690724426
1043,-0.03814016749891413
1044,0.11752110875342134
1045,-0.22507726364056022
1046,-0.08171599838954277
1047,-0.1487076956097769
1048,-0.18474345152964855
1049,-0.045115674151482967
1050,0.14698776318544038
1051,0.021069084294875876
1052,-0.024743300827104672
1053,0.20858539113090563
1054,0.15957881206488705
1055,-0.08696345240158376
1056,0.09425874680558537
1057,-0.031311938517952546
1058,0.09258368007556508
1059,0.19039396870650163
1060,-0.04642385578448285
1061,0.0713416847233943
1062,-0.12583933789209345
1063,0.03771591702644143
1064,0.03298889971141856
1065,-0.033615145417123696
1066,0.028450819969119495
1067,-0.07946822491593973
1068,0.04220196867493887
1069,-0.015633118227079745
1070,-0.02670594333364342
1071,-0.30473693569426763
1072,0.10414799240099636
1073,0.08743030328128717
1074,0.1474929822926616
1075,-0.14174057008766935
1076,0.09345351848141137
1077,-0.1675281535336884
1078,0.0033991009878248987
1079,0.07083412957905912
1080,-0.09719808845280029
1081,-0.028844053390432906
1082,-0.01329546132568838
1083,0.023697232941921817
1084,0.047619950510887875
1085,-0.011053438520977163
1086,0.06271123182141387
1087,0.22114529004144834
1088,0.040476280512406065
1089,-0.07900034186602506
1090,0.054214034450510686
1091,0.14829129325518592
1092,-0.018233513158617844
1093,0.15698694113020936
1094,-0.03350166250084541
1095,-0.020348882682932043
1096,-0.12471926329607327
1097,0.052796951815964166
1098,0.09055133842883302
1099,-0.19648244185655828
1100,-0.2563986293884003
1101,-0.04321349213362044
1102,-0.09956953102219364
1103,-0.05603702547457852
1104,-0.1365116278184912
1105,0.00369222296356167
1106,-0.13359027647927316
1107,0.07623528183011022
1108,0.023562750048301724
1109,-0.00023212770503789476
1110,-0.16169472517813993
1111,-0.20247747046928116
1112,0.030803993445414454
1113,0.233758681394854
1114,-0.07864332921407372
1115,0.03739332777117816
1116,0.08181491823223411
1117,-0.022420113824074377
1118,-0.2805671743448677
1119,-0.06286503840845126
1120,-0.00500374075247384
1121,-0.020204778715226655
1122,-0.01842468121441334
1123,0.11175868838581726
1124,0.032321459909620806
1125,0.08468656609797795
1126,0.038394498591271566
1127,0.13370188030905747
1128,0.1436978606750299
1129,0.12414774802444592
1130,0.18702332353295417
1131,0.075099719345532
1132,-0.04494318796350544
1133,0.06781930285898904
1134,-0.047907603911754255
1135,0.014586167713299694
1136,0.08890279992494987
1137,-0.014133456911195608
1138,-0.18343352191723886
1139,0.11332228658275015
1140,0.16661924101119366
1141,-0.06508136756113359
1142,-0.07147681500282402
1143,0.02038585025170945
1144,0.06853644488808248
1145,-0.058873110177875894
1146,0.001808827196295576
1147,-0.20833733882898137
1148,0.051795894412446676
1149,0.09490574416089828
1150,0.11415883266575255
1151,0.03868263023431448
1152,0.07552709429890285
1153,0.19871334984481476
1154,0.04444355898705844
1155,-0.021733303177066607
1156,0.00720256976929428
1157,-0.14913321149158637
1158,0.02230329625312214
1159,0.05065070989490271
1160,0.010498895064710925
1161,0.18491240885970295
1162,-0.00756649407929151
1163,0.01830032881836705
1164,-0.34587188239103456
1165,0.055411979457249044
1166,0.05869176123394139
1167,0.04347835259532319
1168,0.21372129246219473
1169,0.15111813272230046
1170,-0.08907996076948164
1171,-0.08641026583234877
1172,0.016137514041404746
1173,-0.04548338074574931
1174,-0.08772808319794148
1175,0.1486021584517958
1176,0.22494516598508496
1177,0.003743484629036821
1178,-0.054359898542427405
1179,0.013821409651713634
1180,-0.021844677314648658
1181,-0.11710596778523058
1182,-0.10437907379116956
1183,0.08158990642699762
1184,-0.08318176171315586
1185,0.12572373410007925
1186,0.04429460985026065
1187,-0.12188678441117468
1188,0.06768196349011953
1189,0.010471234213180938
1190,-0.16491354264906227
1191,0.016494310109134963
1192,0.0443211235506972
1193,-0.09625787503421987
1194,0.08502314506739102
1195,0.036424578291445034
1196,-0.037101607341255026
1197,-0.011329252191467486
